Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-494.4052	6.424298	-481.45404	-502.83112	-480.36957	3.8094563	-473.46307	-485.33514	100.0	100.0	1499	-6.0988464	1.9905422	0.011103474	-10.521188	-6.154219	1.8814844	0.005054012	-10.510721	5.873712	3.3707874	4.954632997512817
2	-491.713	6.062035	-479.38858	-502.23077	-472.5622	10.440272	-445.59363	-485.053	100.0	100.0	2999	-14.877722	3.8546882	-6.8261876	-23.82101	-14.877773	3.854739	-6.6740847	-23.626677	14.691658	0.14362597	13.280367851257324
3	-491.2081	8.300886	-469.516	-501.59338	-470.36288	23.209345	-419.37775	-495.1845	100.0	100.0	4499	-27.81127	3.6818507	-19.396748	-38.54996	-27.811342	3.6815429	-19.30425	-38.743652	27.668007	0.1630253	22.45813512802124
4	-495.06955	5.3686767	-487.04102	-504.1218	-479.23056	8.877716	-462.96692	-491.35553	100.0	100.0	5999	-39.42131	3.2478764	-31.670464	-48.766132	-39.42132	3.2473526	-31.668983	-48.895138	39.285355	0.21602575	31.535899877548218
5	-492.97342	5.238795	-481.7822	-502.18314	-479.70062	14.115551	-448.35803	-495.74835	100.0	100.0	7499	-49.308964	2.7874324	-42.131447	-57.44179	-49.309063	2.7873788	-42.2345	-57.303955	49.17775	0.2504284	40.62437701225281
6	-492.8748	5.1212797	-479.32724	-501.12244	-472.68155	15.840394	-436.47955	-495.5324	100.0	100.0	8999	-57.643314	2.4193394	-50.584114	-64.49818	-57.64344	2.42101	-50.9066	-64.68756	57.511158	0.27349624	49.952301025390625
7	-484.58	11.656143	-459.39133	-496.64737	-473.31	14.320011	-452.22952	-493.34534	100.0	100.0	10499	-64.652306	2.0999246	-58.204464	-70.9386	-64.65224	2.1012912	-58.20541	-70.853745	64.534874	0.28876615	58.80206799507141
8	-473.01562	12.3418045	-445.78226	-493.14838	-470.07187	32.433502	-375.98923	-495.866	100.0	100.0	11999	-70.420395	1.8128312	-64.50395	-76.20012	-70.420425	1.8158716	-64.496216	-76.571625	70.31264	0.28088763	68.0332350730896
9	-465.34805	17.871475	-434.77188	-490.75525	-482.0633	11.402509	-461.63623	-493.2869	100.0	100.0	13499	-75.12565	1.6407533	-69.503975	-80.689835	-75.1257	1.6454939	-69.81324	-80.99953	75.01761	0.29782966	76.9765350818634
10	-477.76788	12.352812	-456.67767	-496.95795	-460.75864	21.054312	-425.22803	-493.05002	100.0	100.0	14999	-78.93069	1.6437663	-73.35781	-84.815994	-78.9305	1.6499417	-73.5202	-84.77011	78.82665	0.31995195	85.48982620239258
11	-471.7786	22.953947	-410.82993	-496.29767	-447.93076	33.65353	-387.36987	-492.19302	100.0	100.0	16499	-82.13162	1.6531523	-76.142784	-87.93108	-82.131676	1.6620657	-76.16326	-88.38731	82.019516	0.34555286	93.97374701499939
12	-468.04324	15.5698	-444.31326	-492.341	-457.50986	34.59133	-384.3543	-495.24966	100.0	100.0	17999	-84.709564	1.7264994	-78.44714	-90.70574	-84.70945	1.7386763	-78.44619	-90.86806	84.59353	0.3638906	102.41735982894897
13	-469.14395	28.14196	-379.15866	-497.2846	-464.67792	15.2614355	-435.86594	-490.17682	100.0	100.0	19499	-86.79471	1.8518448	-80.66346	-92.85477	-86.79458	1.8622408	-80.58577	-93.06369	86.68389	0.39939567	111.07721400260925
14	-473.37128	15.249449	-432.23917	-495.50674	-446.3671	30.02523	-374.97214	-478.33096	100.0	100.0	20999	-88.52954	1.979849	-82.284744	-94.93606	-88.529495	1.9893813	-82.18511	-95.38731	88.40494	0.42346972	120.05801701545715
15	-465.98175	25.00415	-401.02725	-496.43802	-446.48224	42.227673	-354.21518	-497.27856	100.0	100.0	22499	-89.916374	2.099963	-83.18034	-96.6162	-89.91629	2.1098332	-83.252014	-96.815254	89.78375	0.44174027	129.39253211021423
16	-455.22824	24.292154	-419.5044	-499.95584	-420.68805	45.03643	-344.78873	-476.18878	100.0	100.0	23999	-91.02474	2.2511292	-83.834206	-97.74449	-91.02468	2.2600958	-83.8682	-97.74178	90.88304	0.46479768	138.01562404632568
17	-460.66275	21.666212	-404.40952	-492.09988	-449.25024	27.099857	-405.9164	-492.70447	100.0	100.0	25499	-91.85405	2.422723	-84.13676	-99.1009	-91.85397	2.4321601	-84.12855	-99.19632	91.71953	0.4970701	146.37124514579773
18	-441.4608	35.741096	-335.28268	-480.65192	-440.8221	23.59126	-407.66522	-475.1855	100.0	100.0	26999	-92.517654	2.550124	-84.24765	-100.09264	-92.5178	2.5594318	-84.509346	-99.84884	92.37623	0.52406687	154.79306507110596
19	-436.39133	37.932022	-340.2484	-480.57953	-426.12222	43.5787	-335.9432	-481.7026	100.0	100.0	28499	-92.94279	2.7210367	-84.56832	-100.97272	-92.94248	2.7341123	-84.51021	-100.68028	92.78585	0.56540644	163.32637190818787
20	-450.5278	40.83058	-356.4709	-499.47882	-455.6888	30.088276	-391.94724	-494.1506	100.0	100.0	29999	-93.24651	2.9034107	-84.205475	-102.4271	-93.246414	2.9159565	-84.13728	-101.36555	93.07439	0.61677235	172.22175288200378
21	-437.9523	31.259342	-373.6629	-487.76694	-440.9875	31.74788	-364.05554	-488.85727	100.0	100.0	31499	-93.44302	3.1194732	-83.64283	-102.56437	-93.44277	3.1338863	-83.526566	-102.00861	93.27322	0.6634776	181.26916193962097
22	-445.09967	29.200405	-369.0147	-480.44806	-422.95917	39.33078	-361.97678	-486.8476	100.0	100.0	32999	-93.533714	3.318008	-83.13535	-103.83549	-93.53361	3.3300297	-83.00652	-103.04209	93.347855	0.69711936	189.5701241493225
23	-455.81653	18.52551	-429.37802	-486.18393	-424.36646	31.789314	-352.29376	-472.9753	100.0	100.0	34499	-93.6271	3.4769456	-82.71478	-104.23847	-93.62712	3.485794	-82.48638	-104.06039	93.462135	0.72779214	198.21975898742676
24	-424.5927	40.706238	-356.23596	-475.11444	-411.04547	33.086052	-354.10947	-456.90515	100.0	100.0	35999	-93.64283	3.6246424	-82.359566	-104.50637	-93.64274	3.6348088	-82.078125	-103.87407	93.45569	0.7599694	206.6540560722351
25	-438.40265	33.687534	-373.21344	-493.77448	-434.05386	21.955809	-396.149	-476.94104	100.0	100.0	37499	-93.56802	3.7945712	-82.15906	-104.97048	-93.56794	3.8041084	-82.04373	-104.49344	93.36448	0.7943409	215.48124194145203
26	-453.92688	22.74088	-406.17523	-489.50604	-409.66327	33.57339	-348.32947	-454.10776	100.0	100.0	38999	-93.45307	3.9115748	-82.1063	-105.479004	-93.453094	3.9214566	-81.91646	-106.14564	93.24233	0.8153773	224.1495771408081
27	-431.99197	27.507683	-386.49808	-470.14673	-416.13004	46.921566	-352.1714	-492.77313	100.0	100.0	40499	-93.37321	4.0222893	-81.86798	-106.45349	-93.37319	4.033557	-81.77509	-106.91307	93.14946	0.83741635	232.67709708213806
28	-436.93262	28.650549	-372.5747	-493.59363	-427.21866	29.845783	-368.51227	-474.781	100.0	100.0	41999	-93.195145	4.1874485	-81.74644	-107.645676	-93.194756	4.1969123	-81.505165	-106.57367	92.98923	0.84586	241.01723289489746
29	-439.76797	27.042963	-361.53506	-474.20456	-436.44473	27.89961	-394.69434	-476.48712	100.0	100.0	43499	-93.02401	4.3241115	-81.404945	-107.70112	-93.02399	4.334395	-81.5289	-106.486275	92.80579	0.86070216	249.87889003753662
30	-432.31424	30.706415	-381.42966	-474.80545	-399.68512	47.524586	-291.28168	-453.68475	100.0	100.0	44999	-92.89102	4.4357095	-81.26383	-107.77792	-92.89104	4.4460206	-81.03583	-106.474525	92.69677	0.88994473	258.2621920108795
31	-429.9574	26.668217	-364.68207	-487.4125	-397.16006	45.710876	-305.09827	-467.54248	100.0	100.0	46499	-92.709	4.540663	-80.81645	-107.54906	-92.70894	4.5515637	-80.96412	-107.11899	92.502975	0.897218	266.7037808895111
32	-435.02835	24.539072	-396.5076	-482.49445	-384.3812	71.872345	-237.55937	-451.54202	100.0	100.0	47999	-92.50399	4.640956	-80.38062	-108.21262	-92.503624	4.6505847	-80.491135	-107.172226	92.271164	0.9164767	275.22167778015137
33	-430.20633	30.584423	-338.45346	-468.01633	-406.0237	51.756985	-322.146	-487.23306	100.0	100.0	49499	-92.31184	4.7433352	-79.922165	-108.28001	-92.311844	4.7554684	-80.255226	-107.2253	92.07077	0.9290845	283.89158296585083
34	-429.61737	36.571365	-368.9673	-499.40826	-394.30756	40.24869	-322.20453	-445.141	100.0	100.0	50999	-92.06722	4.833403	-79.87305	-109.032135	-92.06726	4.844874	-79.76271	-106.84744	91.84546	0.9306612	292.69894886016846
35	-419.3534	34.96719	-354.8398	-467.26044	-416.58755	54.588867	-301.2121	-486.34433	100.0	100.0	52499	-91.86745	4.9155455	-79.28532	-107.93923	-91.86711	4.9257846	-79.326	-107.348434	91.6362	0.9628604	301.3037350177765
36	-416.49545	28.768988	-359.88068	-486.27438	-406.9875	38.716652	-343.55087	-475.33966	100.0	100.0	53999	-91.62249	5.0284395	-78.86031	-108.348595	-91.622375	5.0401907	-79.07502	-107.11349	91.37235	0.97033006	310.1283280849457
37	-425.50925	36.13095	-354.642	-474.45032	-405.26318	37.582497	-325.26166	-470.39685	100.0	100.0	55499	-91.37171	5.0816507	-78.39799	-108.21276	-91.371506	5.0945306	-78.312935	-107.14118	91.11875	0.98504245	318.55080699920654
38	-409.61252	40.431835	-325.73932	-462.45398	-416.0407	26.047623	-368.03018	-458.88672	100.0	100.0	56999	-91.142715	5.1716123	-77.956055	-108.37985	-91.142525	5.1841345	-77.657104	-107.479774	90.89904	1.0105355	327.2673909664154
39	-413.43332	32.52279	-348.8007	-469.04382	-387.31427	48.003487	-305.3953	-470.24167	100.0	100.0	58499	-90.86799	5.232108	-77.50482	-107.79139	-90.8678	5.2451525	-77.41347	-107.508194	90.64477	1.03206	336.17763805389404
40	-412.6304	49.28437	-303.8003	-471.711	-375.8343	61.84585	-225.74962	-449.53384	100.0	100.0	59999	-90.64885	5.3021164	-77.023155	-108.40249	-90.648705	5.3153114	-77.07998	-108.35343	90.418144	1.0532624	345.3111650943756
41	-400.2174	28.565657	-356.35187	-448.70123	-419.9704	30.472105	-353.02145	-472.28516	100.0	100.0	61499	-90.3727	5.3703647	-76.43067	-108.64109	-90.37251	5.3829823	-76.614914	-108.26622	90.11294	1.0622985	353.70476388931274
42	-414.53204	38.564205	-324.3608	-471.1006	-393.0777	48.039467	-287.18066	-459.9217	100.0	100.0	62999	-90.100006	5.4314504	-76.01825	-108.29609	-90.09968	5.443194	-76.07449	-107.665825	89.86011	1.0645276	362.0661578178406
43	-411.29187	35.031715	-359.5201	-473.66782	-380.05035	25.665977	-310.91513	-414.1358	100.0	100.0	64499	-89.875046	5.4742584	-75.63366	-108.72999	-89.87483	5.48631	-75.57664	-107.32554	89.5917	1.0887455	370.4337069988251
44	-427.92667	19.752884	-383.95645	-468.36383	-398.79132	66.72436	-271.8473	-484.1357	100.0	100.0	65999	-89.65678	5.503517	-75.17796	-109.29036	-89.656876	5.5155754	-75.4368	-107.67012	89.37371	1.101997	378.92727994918823
45	-422.39825	27.893764	-352.54855	-457.14877	-373.49927	52.14956	-277.213	-452.1305	100.0	100.0	67499	-89.41524	5.558646	-75.22963	-110.159294	-89.41502	5.570107	-75.108116	-107.90792	89.14767	1.1138836	387.43520402908325
46	-417.87616	18.674139	-384.2156	-445.8146	-385.29395	72.46982	-257.7865	-484.56036	100.0	100.0	68999	-89.17127	5.588859	-74.79464	-109.94212	-89.171234	5.601032	-74.85361	-107.8707	88.89542	1.128149	395.9335708618164
47	-425.38538	34.6242	-359.19492	-485.36877	-359.93994	31.981684	-313.89447	-412.76434	100.0	100.0	70499	-88.95506	5.6315293	-74.8704	-111.59303	-88.95493	5.6435127	-74.85536	-108.75975	88.701706	1.1316255	404.575541973114
48	-418.30774	34.32002	-334.0083	-461.5807	-384.2121	37.993626	-314.7518	-443.06235	100.0	100.0	71999	-88.72149	5.656021	-74.82883	-111.89111	-88.72075	5.6696405	-74.91064	-107.4537	88.47201	1.1365381	412.9534909725189
49	-416.0019	27.979094	-336.67007	-448.46002	-391.62042	25.037395	-352.1545	-438.89243	100.0	100.0	73499	-88.603874	5.6565495	-74.794266	-112.54243	-88.604	5.6696453	-74.90885	-106.9941	88.32457	1.1483004	421.419312953949
50	-420.78693	36.778008	-341.59918	-469.7071	-389.36722	54.165577	-283.534	-450.4231	100.0	100.0	74999	-88.41422	5.6797967	-74.5969	-112.33509	-88.41373	5.693511	-74.699036	-107.655235	88.14257	1.1401421	430.2484939098358
51	-423.49783	26.387276	-374.39853	-480.23645	-399.1092	35.247578	-325.3877	-442.8386	100.0	100.0	76499	-88.24559	5.6582165	-74.47308	-112.10754	-88.24544	5.6722755	-74.5909	-108.57548	87.97571	1.1245496	438.78017592430115
52	-409.28763	42.369576	-305.30945	-464.35715	-386.0856	58.568134	-266.74997	-463.60562	100.0	100.0	77999	-88.12514	5.649908	-74.635796	-108.79003	-88.12486	5.6640377	-74.606155	-107.16487	87.88403	1.1084852	447.58650302886963
53	-402.5148	35.41756	-349.25064	-458.50372	-407.13702	33.322273	-325.0516	-453.84818	100.0	100.0	79499	-87.95537	5.658331	-74.62326	-111.36137	-87.95518	5.6724715	-74.68428	-107.14444	87.70084	1.1058489	456.3060429096222
54	-417.51044	36.648212	-355.57315	-485.52335	-393.49628	55.44748	-305.17575	-476.8505	100.0	100.0	80999	-87.79714	5.684368	-74.80777	-111.32951	-87.79651	5.6979256	-74.54972	-107.662025	87.522835	1.1055181	465.17003083229065
55	-411.1038	37.48276	-337.59177	-457.46194	-411.61517	28.220903	-338.73938	-442.64432	100.0	100.0	82499	-87.66698	5.696354	-74.55376	-111.211266	-87.66716	5.7097025	-74.42667	-108.81641	87.38825	1.1047534	473.96697306632996
56	-428.52435	24.885796	-387.9262	-464.40277	-398.33804	43.49302	-336.1385	-480.79163	100.0	100.0	83999	-87.58628	5.722922	-74.838585	-108.27994	-87.585815	5.7367377	-74.49803	-108.61121	87.32723	1.0821681	482.703125
57	-414.5709	25.485384	-371.8133	-458.32098	-398.32037	31.079468	-343.3929	-445.49643	100.0	100.0	85499	-87.47182	5.7100143	-74.82312	-111.51055	-87.47147	5.722696	-74.61112	-107.09441	87.240486	1.0884571	491.1483268737793
