Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-493.1353	3.5137005	-484.6903	-497.72043	-482.17667	10.976823	-461.84448	-493.51294	100.0	100.0	1499	-6.0689573	1.9673004	0.045155592	-10.593942	-6.1264405	1.868161	-0.007686019	-10.979346	5.8470135	3.3875294	5.486534833908081
2	-490.63095	6.303966	-482.61786	-503.48172	-486.2334	7.9666724	-468.39297	-496.303	100.0	100.0	2999	-14.7685585	3.853653	-7.001848	-23.840616	-14.769502	3.8517692	-7.2158413	-24.066801	14.5915365	0.13499698	13.83867859840393
3	-492.10672	5.9761567	-476.3992	-501.3018	-475.2628	20.167513	-433.7076	-493.09662	100.0	100.0	4499	-27.824228	3.7243366	-19.731009	-37.491425	-27.824343	3.7233524	-19.656464	-37.383045	27.681631	0.1737781	22.34307885169983
4	-491.44623	6.5532165	-474.05362	-503.24637	-479.8077	16.785412	-448.47382	-498.12143	100.0	100.0	5999	-39.515263	3.2262785	-31.67343	-49.847286	-39.515423	3.224985	-31.593496	-49.32122	39.371098	0.21818583	30.809971809387207
5	-491.87173	3.9618614	-480.81592	-497.06943	-488.50253	10.105458	-463.56168	-499.6795	100.0	100.0	7499	-49.412758	2.7959363	-42.647976	-60.086967	-49.412865	2.7962933	-42.453884	-59.826008	49.27193	0.2510933	40.109535932540894
6	-493.0832	5.7285104	-481.5775	-502.08142	-478.17798	12.255105	-450.9936	-495.35822	100.0	100.0	8999	-57.77132	2.411341	-51.573402	-67.264496	-57.77125	2.4135494	-51.53548	-67.50208	57.635708	0.27291092	49.37483072280884
7	-492.4163	8.110586	-475.6121	-502.69626	-489.191	11.021253	-465.30322	-499.30576	100.0	100.0	10499	-64.803444	2.057569	-59.23401	-73.41201	-64.803406	2.0616357	-58.878445	-74.39338	64.67013	0.28709072	57.9010968208313
8	-492.3139	4.904117	-482.52567	-499.22015	-486.6647	5.634523	-474.60617	-493.55518	100.0	100.0	11999	-70.65639	1.7789484	-65.699776	-78.994545	-70.65641	1.7836641	-65.76517	-79.41814	70.54222	0.29536402	66.9270567893982
9	-484.8822	8.439771	-465.64407	-496.51718	-480.46777	10.951775	-459.57516	-493.9845	100.0	100.0	13499	-75.55356	1.5478309	-70.952965	-82.566345	-75.55349	1.5523304	-71.124275	-83.54046	75.4483	0.29369017	77.02549982070923
10	-479.83743	9.911291	-462.6001	-494.22086	-478.7343	13.043475	-446.6499	-492.0236	100.0	100.0	14999	-79.5489	1.3623524	-75.23761	-85.840324	-79.54907	1.3661195	-75.23674	-86.83295	79.44576	0.29656056	86.0930597782135
