Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-493.74054	5.6782265	-483.1562	-502.52	-476.41376	15.864665	-439.74423	-496.4606	100.0	100.0	1499	-6.0431156	1.9550523	0.017978951	-10.20831	-6.102644	1.8536646	-0.021148726	-9.869556	5.8319235	3.4058223	5.024342060089111
2	-492.80606	4.608245	-483.3748	-500.7542	-475.06412	16.65391	-432.24026	-491.76852	100.0	100.0	2999	-14.726644	3.8513458	-7.1202025	-25.458445	-14.727848	3.8484473	-7.3056927	-25.70705	14.535712	0.14466886	13.268941164016724
3	-492.25894	6.0685177	-477.61453	-500.90094	-479.64624	17.149141	-439.09012	-500.47934	100.0	100.0	4499	-27.775358	3.7362118	-19.763308	-37.737125	-27.775484	3.736052	-19.69246	-37.813805	27.626589	0.17167656	21.741425275802612
4	-491.82516	7.379705	-473.37817	-500.34598	-481.0695	13.314093	-445.49496	-493.0508	100.0	100.0	5999	-39.46456	3.1960528	-32.019043	-48.00182	-39.464523	3.197198	-32.166718	-48.122303	39.3278	0.21446918	30.132841110229492
5	-488.82227	8.23872	-465.77673	-501.72244	-475.37335	19.02497	-430.89194	-497.16733	100.0	100.0	7499	-49.37931	2.7356625	-42.720245	-56.670166	-49.379257	2.7388833	-42.83533	-57.158386	49.24401	0.24841082	38.54733633995056
6	-492.52	6.073609	-478.17346	-500.833	-476.50528	17.867992	-431.11438	-495.68723	100.0	100.0	8999	-57.737385	2.3553863	-51.52184	-64.35563	-57.737274	2.3619072	-51.59133	-64.81025	57.597282	0.28322685	47.03836417198181
7	-485.84454	12.552981	-463.77057	-499.3658	-467.07	23.068213	-425.56024	-499.2417	100.0	100.0	10499	-64.71857	2.013944	-59.21925	-70.89714	-64.718315	2.0227292	-59.25314	-71.246895	64.57994	0.3120847	55.7490611076355
8	-480.11105	14.328296	-444.63196	-499.5284	-464.46866	25.663834	-424.05234	-497.285	100.0	100.0	11999	-70.45185	1.7649486	-65.3624	-76.59073	-70.451744	1.7734314	-65.119316	-76.597855	70.33386	0.31031725	65.5053780078888
9	-471.94296	15.17281	-433.3172	-491.8173	-465.2508	16.56916	-435.19968	-489.4797	100.0	100.0	13499	-75.17061	1.5814807	-69.92009	-80.949585	-75.170456	1.5911311	-69.80722	-81.071434	75.05076	0.31914836	75.93377208709717
10	-471.75552	17.220688	-426.7525	-489.0917	-448.01968	18.944723	-418.69757	-480.44174	100.0	100.0	14999	-79.02505	1.5049967	-74.11083	-85.22518	-79.024956	1.5147829	-73.7803	-84.958916	78.907074	0.33470875	85.72538423538208
11	-473.89178	14.632559	-451.2527	-490.8682	-463.0021	36.29525	-384.42255	-500.6054	100.0	100.0	16499	-82.175064	1.4917494	-77.297905	-88.040215	-82.17516	1.5008823	-76.99649	-88.5939	82.052666	0.36254784	94.40711498260498
