Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-490.39172	6.4682283	-474.39154	-499.20966	-482.43716	24.440023	-414.3182	-503.81464	100.0	100.0	1499	-5.9998326	1.9347279	0.031240925	-10.239841	-6.056411	1.837718	-0.073945016	-10.187992	5.7521653	3.3616793	5.0472657680511475
2	-490.27444	7.487017	-472.86542	-497.12537	-478.011	14.169517	-452.194	-498.00336	100.0	100.0	2999	-14.830298	3.9019065	-7.265518	-24.92535	-14.831482	3.8991923	-7.241036	-24.898657	14.647001	0.14614588	13.702377080917358
3	-490.1549	8.867844	-466.63684	-501.78607	-480.07233	12.303391	-463.72675	-499.38803	100.0	100.0	4499	-27.692822	3.6470137	-18.798716	-37.006634	-27.692604	3.647324	-19.30776	-36.953197	27.556011	0.17931585	23.033063888549805
4	-492.83115	4.842873	-485.6984	-500.709	-478.424	16.044167	-444.1065	-495.64774	100.0	100.0	5999	-39.22534	3.2002795	-31.449602	-47.18689	-39.225372	3.1990683	-31.400843	-47.370655	39.085686	0.22994083	31.84952402114868
5	-493.8499	4.760739	-482.1089	-501.3564	-480.4332	10.781433	-460.9082	-495.39206	100.0	100.0	7499	-49.08753	2.7919457	-41.696217	-56.74061	-49.087612	2.7914805	-41.60747	-56.678276	48.94744	0.27990326	41.03777599334717
6	-492.01712	4.728196	-480.84314	-498.76117	-472.4244	11.356549	-450.88028	-491.05417	100.0	100.0	8999	-57.48271	2.4150968	-50.628136	-64.74901	-57.4826	2.415821	-50.43119	-64.375565	57.354126	0.31571254	49.959261894226074
7	-488.92572	9.39173	-467.3149	-499.2338	-459.85126	28.645126	-393.82465	-498.1857	100.0	100.0	10499	-64.476265	2.098009	-58.325466	-72.521904	-64.47628	2.1002307	-57.97746	-72.97948	64.3462	0.35216606	58.79667377471924
8	-473.95346	19.379976	-409.27817	-492.26144	-473.23038	13.916003	-441.6339	-495.9295	100.0	100.0	11999	-70.222786	1.8364704	-64.65472	-77.40794	-70.22283	1.8391074	-64.57941	-77.70939	70.10547	0.36271656	68.38161587715149
9	-477.57077	11.219772	-455.25378	-497.7167	-466.16022	17.908335	-424.06918	-487.05453	100.0	100.0	13499	-74.983345	1.6786325	-68.846344	-81.815	-74.9833	1.6792021	-68.831764	-81.70093	74.86985	0.367294	77.29372692108154
10	-471.99805	9.709241	-458.3606	-491.55084	-463.39545	30.458141	-388.44424	-497.3036	100.0	100.0	14999	-78.86593	1.5854356	-72.32358	-86.11673	-78.86617	1.5861342	-72.41442	-86.099014	78.74604	0.38015556	85.74781084060669
11	-470.37372	21.914839	-409.58875	-493.0365	-468.92188	20.074322	-430.79208	-492.30893	100.0	100.0	16499	-82.028046	1.5767798	-75.504944	-88.949104	-82.02813	1.5779067	-75.63546	-88.39594	81.90677	0.39748782	94.21952390670776
12	-456.65146	21.155329	-418.9992	-488.34482	-466.58173	25.401773	-421.505	-493.26862	100.0	100.0	17999	-84.57037	1.6472913	-77.94232	-91.08288	-84.57045	1.6481802	-78.17016	-90.75093	84.448044	0.42297053	102.69306778907776
13	-462.27603	18.545536	-429.8626	-484.94458	-453.0385	33.994797	-378.6395	-491.67517	100.0	100.0	19499	-86.60025	1.8224916	-80.00491	-94.50601	-86.60046	1.8209894	-80.11015	-93.21329	86.480125	0.4598741	111.15964388847351
14	-463.30447	22.140938	-417.3143	-495.7566	-473.60468	16.339037	-433.6684	-492.57468	100.0	100.0	20999	-88.286026	1.9230307	-81.867386	-95.47654	-88.286194	1.9224929	-81.82561	-95.60821	88.15875	0.48820296	119.57576894760132
15	-474.0036	13.086797	-444.52206	-497.8696	-457.37534	33.37473	-378.24167	-494.7638	100.0	100.0	22499	-89.64884	2.0785036	-82.976906	-97.17124	-89.64889	2.0768018	-82.95977	-96.57957	89.509155	0.51684856	128.0014626979828
16	-469.4599	19.586838	-426.14883	-491.04938	-450.05707	36.22176	-352.78494	-482.33142	100.0	100.0	23999	-90.80566	2.1618571	-83.44516	-98.69672	-90.80594	2.1608703	-83.4463	-99.33797	90.677	0.5373891	136.4794659614563
17	-464.07916	27.335638	-397.08716	-500.3338	-458.88745	27.948175	-395.3106	-495.06693	100.0	100.0	25499	-91.69872	2.2765539	-84.16654	-99.92016	-91.698654	2.277107	-84.079185	-100.0067	91.56204	0.5593257	144.9791829586029
18	-460.31638	21.960901	-399.84827	-486.70407	-443.1483	38.43323	-355.19513	-489.53403	100.0	100.0	26999	-92.44904	2.3813422	-84.564644	-100.60198	-92.44919	2.3812895	-84.76235	-100.35325	92.32349	0.5865711	153.32610273361206
19	-467.70908	16.114647	-440.97928	-495.77234	-449.74323	29.759197	-392.94867	-487.18555	100.0	100.0	28499	-93.047745	2.512581	-84.88686	-102.15912	-93.04778	2.5128355	-84.95771	-101.44047	92.91793	0.5987838	161.84131002426147
20	-450.7243	25.90545	-382.92462	-484.2676	-446.14362	27.04699	-390.91278	-487.43167	100.0	100.0	29999	-93.51696	2.5891085	-85.11372	-103.03407	-93.517204	2.5902827	-85.22461	-101.975266	93.37814	0.6025627	170.3780598640442
21	-462.29166	21.069826	-414.1945	-493.64914	-450.4897	29.69472	-401.83813	-484.3453	100.0	100.0	31499	-93.83207	2.7096884	-85.36358	-104.33297	-93.83208	2.7126129	-85.33707	-103.44735	93.69754	0.6205867	178.83026599884033
22	-450.98383	20.477135	-413.60727	-488.15753	-455.7885	27.322512	-392.3459	-484.35193	100.0	100.0	32999	-94.09782	2.80854	-85.45351	-104.487114	-94.09782	2.8109713	-85.466576	-104.32162	93.960144	0.6357743	187.23922109603882
23	-459.4216	22.263697	-401.12543	-492.73383	-450.80243	22.852116	-410.62012	-481.53818	100.0	100.0	34499	-94.23046	2.9289052	-85.55698	-106.18424	-94.23043	2.929648	-85.50604	-104.67198	94.0877	0.65298253	195.65779495239258
24	-451.61154	26.879967	-383.51556	-489.32645	-415.7083	39.53291	-319.23053	-467.63754	100.0	100.0	35999	-94.337906	3.024399	-85.41172	-105.910545	-94.33804	3.0254977	-85.18303	-105.33374	94.18519	0.66150856	203.9949598312378
25	-452.81638	26.41368	-385.55188	-487.52045	-435.03546	31.379526	-373.2216	-474.9844	100.0	100.0	37499	-94.38618	3.133019	-85.09009	-105.940056	-94.38633	3.1345506	-85.180275	-105.67241	94.23734	0.67728245	212.37176203727722
